Sample ID	Array ID	Cell Line/Patient ID	
GSM203710	GSM203710	Kidney - 310521	
GSM203711	GSM203711	Prostate - 310525	
GSM203712	GSM203712	Kidney - 310526	
GSM203713	GSM203713	Uterus - 311854	
GSM203714	GSM203714	Urinary Bladder - 311858	
GSM203715	GSM203715	Prostate - 311859	
GSM203716	GSM203716	Uterus - 311866	
GSM203717	GSM203717	Kidney - 311869	
GSM203718	GSM203718	Ovary - 311870	
GSM203719	GSM203719	Pelvic Mass - 311872	
GSM203720	GSM203720	Soft tissue of arm - 311876	
GSM203721	GSM203721	Soft Tissue Thigh - 311878	
GSM203722	GSM203722	Prostate - 317475	
GSM203723	GSM203723	Colon - 317481	
GSM203724	GSM203724	Colon - 341507	
GSM203725	GSM203725	Ovary - 341508	
GSM203726	GSM203726	Breast - 341510	
GSM203727	GSM203727	Kidney - 341513	
GSM203728	GSM203728	Colon - 341516	
GSM203729	GSM203729	Kidney - 341517	
GSM203730	GSM203730	Uterus - 341522	
GSM203731	GSM203731	Colon - 341526	
GSM203732	GSM203732	Lung - 341530	
GSM203733	GSM203733	Colon - 341541	
GSM203734	GSM203734	Omentum - 341544	
GSM203735	GSM203735	Uterus - 341546	
GSM203736	GSM203736	Uterus - 341548	
GSM203737	GSM203737	Cervix Uteri - 341549	
GSM203738	GSM203738	Urinary bladder - 341550	
GSM203739	GSM203739	Pelvic mass - 341551	
GSM203740	GSM203740	Prostate - 341552	
GSM203741	GSM203741	Kidney - 341553	
GSM203742	GSM203742	Cervix Uteri - 341554	
GSM203743	GSM203743	Colon - 341555	
GSM203744	GSM203744	Ovary - 341556	
GSM203745	GSM203745	Sigmoid colon - 341558	
GSM203746	GSM203746	Kidney - 344186	
GSM203747	GSM203747	Retroperitoneum - 344193	
GSM203748	GSM203748	Kidney - 344195	
GSM203749	GSM203749	Mesenteric Lymph Node - 344203	
GSM203750	GSM203750	Liver - 345983	
GSM203751	GSM203751	Liver - 345987	
GSM203752	GSM203752	Breast - 345988	
GSM203753	GSM203753	Bladder - 345992	
GSM203754	GSM203754	Kidney - 345997	
GSM203755	GSM203755	Colon - 346004	
GSM203756	GSM203756	Pectoral Muscle - 346005	
GSM203757	GSM203757	Pelvic Tissue - 348055	
GSM203758	GSM203758	Uterus - 348057	
GSM203759	GSM203759	Breast - 348058	
GSM203760	GSM203760	Cerebellar  tissue - 348059	
GSM203761	GSM203761	Pancreas - 348060	
GSM203762	GSM203762	Uterus - 348061	
GSM203763	GSM203763	Colon - 348062	
GSM203764	GSM203764	Prostate - 348063	
GSM203765	GSM203765	Kidney - 348064	
GSM203766	GSM203766	Ovary - 348066	
GSM203767	GSM203767	Thyroid - 348067	
GSM203768	GSM203768	Uterus - 348069	
GSM203769	GSM203769	Kidney - 348070	
GSM203770	GSM203770	Uterus - 351885	
GSM203771	GSM203771	Kidney - 351887	
GSM203772	GSM203772	Uterus - 362570	
GSM203773	GSM203773	Unspecified soft tissue from abdomen or pelvis - 362571	
GSM203774	GSM203774	Thyroid - 362572	
GSM203775	GSM203775	Liver - 362575	
GSM203776	GSM203776	Uterus - 362581	
GSM203777	GSM203777	Uterus - 362588	
GSM203778	GSM203778	Prostate - 362600	
GSM203779	GSM203779	Lung - 362601	
GSM203780	GSM203780	Rectosigmoid - 362602	
GSM203781	GSM203781	Ovary - 362603	
GSM203782	GSM203782	Colon - 362605	
GSM203783	GSM203783	Kidney - 362607	
GSM203784	GSM203784	Breast - 366607	
GSM203785	GSM203785	Uterus - 371430	
GSM203786	GSM203786	Prostate - 371433	
GSM203787	GSM203787	Lung - 371434	
GSM203788	GSM203788	Rectum - 371435	
GSM203789	GSM203789	Kidney - 371436	
GSM203790	GSM203790	Kidney - 371438	
GSM203791	GSM203791	Cervix Uteri - 371439	
GSM203792	GSM203792	Breast - 371441	
GSM203793	GSM203793	Urinary bladder - 371445	
GSM203794	GSM203794	Omentum - 371446	
GSM203795	GSM203795	Ovary - 371447	
GSM203796	GSM203796	Uterus - 383397	
GSM203797	GSM203797	Pelvic mass - 383398	
GSM203798	GSM203798	Uterus - 383401	
GSM203799	GSM203799	Cervix Uteri - 383409	
GSM203800	GSM203800	Colon - 383410	
GSM203801	GSM203801	Kidney - 388910	
GSM231868	GSM231868	Colon - 267100	
GSM231869	GSM231869	Kidney - 305117	
GSM231870	GSM231870	Fallopian Tube - 309423	
GSM231871	GSM231871	Cervix - 311868	
GSM231872	GSM231872	Prostate - 317490	
GSM231873	GSM231873	Kidney - 341534	
GSM231874	GSM231874	Lung - 344201	
GSM231875	GSM231875	Colon - 345961	
GSM231876	GSM231876	Prostate - 345963	
GSM231877	GSM231877	Kidney - 345966	
GSM231878	GSM231878	Kidney - 345968	
GSM231879	GSM231879	Colon - 345971	
GSM231880	GSM231880	Kidney - 345975	
GSM231881	GSM231881	Prostate - 345976	
GSM231882	GSM231882	Ovary - 345993	
GSM231883	GSM231883	Liver - 345994	
GSM231884	GSM231884	Breast - 345995	
GSM231885	GSM231885	Lung - 346001	
GSM231886	GSM231886	Breast - 346010	
GSM231887	GSM231887	Breast - 346011	
GSM231888	GSM231888	Prostate - 362584	
GSM231889	GSM231889	Kidney - 362589	
GSM231890	GSM231890	Liver - 362591	
GSM231891	GSM231891	Lung - 362593	
GSM231892	GSM231892	Breast - 362594	
GSM231893	GSM231893	Uterus - 362596	
GSM231894	GSM231894	Prostate - 362598	
GSM231895	GSM231895	Lung - 362599	
GSM231896	GSM231896	Lung - 362608	
GSM231897	GSM231897	Lung - 362609	
GSM231898	GSM231898	Kidney - 366583	
GSM231899	GSM231899	Lung - 366585	
GSM231900	GSM231900	Kidney - 366592	
GSM231901	GSM231901	Supraclavicular lymph node - 366594	
GSM231902	GSM231902	Breast - 366595	
GSM231903	GSM231903	Kidney - 366597	
GSM231904	GSM231904	Colon - 366598	
GSM231905	GSM231905	Colon - 366602	
GSM231906	GSM231906	Urinary Bladder - 366609	
GSM231907	GSM231907	Lung - 366614	
GSM231908	GSM231908	Colon - 366620	
GSM231909	GSM231909	Ureter - 383399	
GSM231910	GSM231910	Kidney - 383404	
GSM231911	GSM231911	Uterus - 383405	
GSM231912	GSM231912	Kidney - 383408	
GSM231913	GSM231913	Ovary - 383413	
GSM231914	GSM231914	Kidney - 383890	
GSM231915	GSM231915	Colon - 383903	
GSM231916	GSM231916	Kidney - 383906	
GSM231917	GSM231917	Breast - 383909	
GSM231918	GSM231918	Breast - 383911	
GSM231919	GSM231919	Breast - 383913	
GSM231920	GSM231920	Uterus - 384490	
GSM231921	GSM231921	Colon - 384492	
GSM231922	GSM231922	Pancreas - 384493	
GSM231923	GSM231923	Retroperitoneum - 384494	
GSM231924	GSM231924	Ovary - 384496	
GSM231925	GSM231925	Kidney - 384499	
GSM231926	GSM231926	Kidney - 384502	
GSM231927	GSM231927	Kidney - 384503	
GSM231928	GSM231928	Colon - 384504	
GSM231929	GSM231929	Kidney - 384507	
GSM231930	GSM231930	Ovary - 384508	
GSM231931	GSM231931	Ovary - 384509	
GSM231932	GSM231932	Breast - 388891	
GSM231933	GSM231933	Kidney - 388892	
GSM231934	GSM231934	Rectum - 388893	
GSM231935	GSM231935	Ovary - 388900	
GSM231936	GSM231936	Colon - 388907	
GSM231937	GSM231937	Ovary - 388908	
GSM231938	GSM231938	Kidney - 388909	
GSM231939	GSM231939	Colon - 388935	
GSM231940	GSM231940	Liver - 388936	
GSM231941	GSM231941	Stomach - 388950	
GSM231942	GSM231942	Kidney - 388951	
GSM231943	GSM231943	Thyroid - 388953	
GSM231944	GSM231944	Prostate - 388954	
GSM231945	GSM231945	Soft Tissue of arm - 388980	
GSM231946	GSM231946	Small intestine - 403725	
GSM231947	GSM231947	Ovary - 403728	
GSM231948	GSM231948	Cervical lymph node - 403729	
GSM231949	GSM231949	Vulva - 403730	
GSM231950	GSM231950	Lung - 403732	
GSM231951	GSM231951	Prostate - 403734	
GSM231952	GSM231952	Lung - 403738	
GSM231953	GSM231953	Colon - 403739	
GSM231954	GSM231954	Kidney - 403740	
GSM231955	GSM231955	Colon - 404990	
GSM231956	GSM231956	Colon - 404991	
GSM231957	GSM231957	Prostate - 404992	
GSM231958	GSM231958	Colon - 404993	
GSM231959	GSM231959	Colon - 404994	
GSM231960	GSM231960	Ovary - 404995	
GSM231961	GSM231961	Colon - 404996	
GSM231962	GSM231962	Kidney - 404997	
GSM231963	GSM231963	Kidney - 404998	
GSM231964	GSM231964	Colon - 404999	
GSM231965	GSM231965	Ovary - 405000	
GSM231966	GSM231966	Kidney - 405001	
GSM231967	GSM231967	Kidney - 405002	
GSM231968	GSM231968	Thyroid - 405003	
GSM231969	GSM231969	Kidney - 405004	
GSM231970	GSM231970	Esophagus - 407830	
GSM231971	GSM231971	Colon - 409599	
GSM231972	GSM231972	Kidney - 409601	
GSM231973	GSM231973	Thyroid - 409602	
GSM231974	GSM231974	Ovary - 409603	
GSM231975	GSM231975	Ovary - 409605	
GSM231976	GSM231976	Breast - 409606	
GSM231977	GSM231977	Uterus - 409608	
GSM231978	GSM231978	Prostate - 409625	
GSM231979	GSM231979	Prostate - 409628	
GSM231980	GSM231980	Ovary - 409630	
GSM231981	GSM231981	Ovary - 415960	
GSM231982	GSM231982	Uterus - 415961	
GSM231983	GSM231983	Uterus - 415963	
GSM231984	GSM231984	Kidney - 415970	
GSM231985	GSM231985	Thyroid - 415971	
GSM231986	GSM231986	Kidney - 415976	
GSM231987	GSM231987	Rectum - 416801	
GSM231988	GSM231988	Colon - 416802	
GSM231989	GSM231989	Uterus - 416804	
GSM231990	GSM231990	Prostate - 416811	
GSM231991	GSM231991	Soft tissue of thigh - 417511	
GSM231992	GSM231992	Breast - 421723	
GSM277677	GSM277677	Prostate - 345962	
GSM277678	GSM277678	Lung - 346006	
GSM277679	GSM277679	Breast - 346007	
GSM277680	GSM277680	Colon - 362604	
GSM277681	GSM277681	Breast - 366601	
GSM277682	GSM277682	Breast - 383892	
GSM277683	GSM277683	Prostate - 383893	
GSM277684	GSM277684	Kidney - 383894	
GSM277685	GSM277685	Breast - 383895	
GSM277686	GSM277686	Rectosigmoid Colon - 383898	
GSM277687	GSM277687	Liver - 383899	
GSM277688	GSM277688	Breast - 383901	
GSM277689	GSM277689	Colon - 383907	
GSM277690	GSM277690	Colon - 383910	
GSM277691	GSM277691	breast - 383914	
GSM277692	GSM277692	Omentum - 383917	
GSM277693	GSM277693	Breast - 383918	
GSM277694	GSM277694	Prostate - 403711	
GSM277695	GSM277695	Lung - 405008	
GSM277696	GSM277696	Lung - 416790	
GSM277697	GSM277697	Omentum - 416792	
GSM277698	GSM277698	Uterus - 416793	
GSM277699	GSM277699	Cecum - 416807	
GSM277700	GSM277700	Kidney - 416808	
GSM277701	GSM277701	Pancreas - 421716	
GSM277702	GSM277702	Pelvic Lymph Node - 421718	
GSM277703	GSM277703	Ovary - 421727	
GSM277704	GSM277704	thyroid - 421735	
GSM277705	GSM277705	skin from abdomen - 421736	
GSM277706	GSM277706	Renal Pelvis - 421739	
GSM277707	GSM277707	Breast - 421742	
GSM277708	GSM277708	Rectosigmoid - 421744	
GSM277709	GSM277709	Ovary - 423081	
GSM277710	GSM277710	Uterus - 426410	
GSM277711	GSM277711	Cecum - 426411	
GSM277712	GSM277712	Kidney - 426412	
GSM277713	GSM277713	Ovary - 426414	
GSM277714	GSM277714	Ovary - 426417	
GSM277715	GSM277715	Ovary - 426418	
GSM277716	GSM277716	Uterus - 426419	
GSM277717	GSM277717	Kidney - 426420	
GSM277718	GSM277718	Kidney - 426429	
GSM277719	GSM277719	Uterus - 426431	
GSM277720	GSM277720	Common Bile Duct - 432618	
GSM277721	GSM277721	Uterus - 433390	
GSM277722	GSM277722	Omentum - 433392	
GSM277723	GSM277723	Kidney - 433393	
GSM277724	GSM277724	Uterus - 433394	
GSM277725	GSM277725	Uterus - 433399	
GSM277726	GSM277726	Pancreas - 433405	
GSM277727	GSM277727	Uterus - 433408	
GSM277728	GSM277728	Colon - 438159	
GSM277729	GSM277729	Inguinal Lymph Nodes - 438165	
GSM277730	GSM277730	Stomach - 438174	
GSM277731	GSM277731	Colon - 440432	
GSM277732	GSM277732	ovary - 440433	
GSM277733	GSM277733	Ovary - 440438	
GSM277734	GSM277734	Breast - 440439	
GSM277735	GSM277735	Kidney - 440442	
GSM277736	GSM277736	Pancreas - 443468	
GSM277737	GSM277737	Omentum - 443471	
GSM277738	GSM277738	Omentum - 443473	
GSM301651	GSM301651	Breast - 346008	
GSM301652	GSM301652	Cervical Lymph Node - 366606	
GSM301653	GSM301653	Breast - 383891	
GSM301654	GSM301654	Omentum - 403714	
GSM301655	GSM301655	Kidney - 403718	
GSM301656	GSM301656	Colon - 416799	
GSM301657	GSM301657	Breast - 421719	
GSM301658	GSM301658	Cecum - 421720	
GSM301659	GSM301659	Prostate - 421721	
GSM301660	GSM301660	Ovary - 421726	
GSM301661	GSM301661	Kidney - 421730	
GSM301662	GSM301662	Kidney - 421734	
GSM301663	GSM301663	Breast - 421743	
GSM301664	GSM301664	Breast - 421747	
GSM301665	GSM301665	Prostate - 423080	
GSM301666	GSM301666	Prostate - 423086	
GSM301667	GSM301667	Cecum - 423087	
GSM301668	GSM301668	Kidney - 423092	
GSM301669	GSM301669	Cecum - 423093	
GSM301670	GSM301670	Prostate - 423094	
GSM301671	GSM301671	Adrenal Gland - 432614	
GSM301672	GSM301672	Abdominal Wall - 432615	
GSM301673	GSM301673	Ovary - 432616	
GSM301674	GSM301674	Prostate - 432622	
GSM301675	GSM301675	Ovary - 432624	
GSM301676	GSM301676	Ovary - 432627	
GSM301677	GSM301677	Ovary - 432628	
GSM301678	GSM301678	Uterus - 432629	
GSM301679	GSM301679	Prostate - 432631	
GSM301680	GSM301680	Lung - 433111	
GSM301681	GSM301681	Ovary - 433115	
GSM301682	GSM301682	Kidney - 433116	
GSM301683	GSM301683	Kidney - 433118	
GSM301684	GSM301684	Uterus - 433124	
GSM301685	GSM301685	Uterus - 433403	
GSM301686	GSM301686	Breast - 438160	
GSM301687	GSM301687	Kidney - 438162	
GSM301688	GSM301688	Breast - 438163	
GSM301689	GSM301689	Chest Wall - 438167	
GSM301690	GSM301690	breast - 438172	
GSM301691	GSM301691	Rectosigmoid - 438176	
GSM301692	GSM301692	Stomach - 438185	
GSM301693	GSM301693	LUL Lung - 440426	
GSM301694	GSM301694	Pleural Nodule - 440429	
GSM301695	GSM301695	Ovary - 440437	
GSM301696	GSM301696	Ovary - 440440	
GSM301697	GSM301697	Kidney - 440441	
GSM301698	GSM301698	Uterus - 440445	
GSM301699	GSM301699	Ovary - 443454	
GSM301700	GSM301700	Abdominal Wall Soft Tissue - 443462	
GSM301701	GSM301701	Prostate - 443469	
GSM301702	GSM301702	Rectosigmoid - 443479	
GSM301703	GSM301703	Omentum - 443480	
GSM301704	GSM301704	Ovary - 443481	
GSM301705	GSM301705	Upper Back Soft Tissue - 443482	
GSM301706	GSM301706	Sigmoid Colon - 443483	
GSM301707	GSM301707	Uterus - 443489	
GSM301708	GSM301708	Ovary - 458391	
GSM301709	GSM301709	Prostate - 458393	
GSM301710	GSM301710	KIdney - 458400	
GSM301711	GSM301711	Ovary - 458405	
GSM301712	GSM301712	Cecum - 458414	
GSM325786	GSM325786	Kidney - 192991	
GSM325787	GSM325787	Breast - 192994	
GSM325788	GSM325788	Breast - 192999	
GSM325789	GSM325789	Ascending Colon - 345986	
GSM325790	GSM325790	Pancreas - 351871	
GSM325791	GSM325791	Liver - 366611	
GSM325792	GSM325792	Breast - 383900	
GSM325793	GSM325793	Vulva - 409632	
GSM325794	GSM325794	Rectosigmoid - 416798	
GSM325795	GSM325795	Axillary Lymph Node - 421749	
GSM325796	GSM325796	Cecum - 423078	
GSM325797	GSM325797	Ovary - 426416	
GSM325798	GSM325798	Rectosigmoid - 426421	
GSM325799	GSM325799	Prostate - 426423	
GSM325800	GSM325800	Liver - 426424	
GSM325801	GSM325801	Chest Wall - 426425	
GSM325802	GSM325802	Prostate - 426426	
GSM325803	GSM325803	Uterus - 426427	
GSM325804	GSM325804	Prostate - 426428	
GSM325805	GSM325805	Colon - 438154	
GSM325806	GSM325806	Colon - 438173	
GSM325807	GSM325807	Kidney - 438178	
GSM325808	GSM325808	Breast - 438183	
GSM325809	GSM325809	Cervix - 440434	
GSM325810	GSM325810	Prostate - 458403	
GSM325811	GSM325811	Kidney - 458411	
GSM325812	GSM325812	Small Intestine - 458417	
GSM325813	GSM325813	Kidney - 465640	
GSM325814	GSM325814	Kidney - 465652	
GSM325815	GSM325815	Kidney - 465654	
GSM325816	GSM325816	Ascending Colon - 465656	
GSM325817	GSM325817	Kidney - 465657	
GSM325818	GSM325818	Ascending Colon - 465682	
GSM325819	GSM325819	liver - 465685	
GSM325820	GSM325820	Kidney - 465699	
GSM325821	GSM325821	Brain - 465700	
GSM325822	GSM325822	Rectum - 465701	
GSM325823	GSM325823	Femoral Lymph Node - 465731	
GSM325824	GSM325824	stomach - 465760	
GSM325825	GSM325825	Rectosigmoid colon - 468475	
GSM325826	GSM325826	Breast - 468479	
GSM325827	GSM325827	Vulva - 468484	
GSM325828	GSM325828	Bone - 468494	
GSM325829	GSM325829	Colon - 468495	
GSM325830	GSM325830	Endometrium - 468499	
GSM325831	GSM325831	Uterus - 472782	
GSM325832	GSM325832	Vulva - 472787	
GSM325833	GSM325833	Kidney - 472789	
GSM325834	GSM325834	Uterus - 472798	
GSM325835	GSM325835	Cervix - 472800	
GSM325836	GSM325836	Lung - 472804	
GSM325837	GSM325837	Breast - 486165	
GSM325838	GSM325838	Pancreas - 486167	
GSM325839	GSM325839	Rectosigmoid - 486168	
GSM325840	GSM325840	Colon - 486173	
GSM325841	GSM325841	Colon - 486175	
GSM325842	GSM325842	Kidney - 486176	
GSM325843	GSM325843	Stomach - 486178	
GSM325844	GSM325844	Rectosigmoid Colon - 486190	
GSM325845	GSM325845	Breast - 486191	
GSM353881	GSM353881	Cecum - 345979	
GSM353882	GSM353882	Prostate - 403717	
GSM353883	GSM353883	Colon - 403721	
GSM353884	GSM353884	Prostate - 423091	
GSM353885	GSM353885	Lung - 433110	
GSM353886	GSM353886	Omentum - 433112	
GSM353887	GSM353887	Parotid Lymph Node - 433113	
GSM353888	GSM353888	Uterus - 433119	
GSM353889	GSM353889	Kidney - 433123	
GSM353890	GSM353890	Colon - 433125	
GSM353891	GSM353891	Prostate - 433129	
GSM353892	GSM353892	Prostate - 441133	
GSM353893	GSM353893	Prostate - 441134	
GSM353894	GSM353894	Prostate - 441135	
GSM353895	GSM353895	Colon - 441141	
GSM353896	GSM353896	Cecum - 441145	
GSM353897	GSM353897	Lung - 441147	
GSM353898	GSM353898	Uterus - 443031	
GSM353899	GSM353899	Prostate - 443033	
GSM353900	GSM353900	Colon - 443034	
GSM353901	GSM353901	Colon - 443035	
GSM353902	GSM353902	Kidney - 443039	
GSM353903	GSM353903	Kidney - 443040	
GSM353904	GSM353904	Kidney - 443041	
GSM353905	GSM353905	Rectosigmoid Colon - 443042	
GSM353906	GSM353906	Sigmoid Colon - 443046	
GSM353907	GSM353907	Uterus - 465761	
GSM353908	GSM353908	Lung - 465762	
GSM353909	GSM353909	Uterus - 465768	
GSM353910	GSM353910	Prostate - 465769	
GSM353911	GSM353911	Kidney - 465770	
GSM353912	GSM353912	Lung - 465774	
GSM353913	GSM353913	Lung - 465775	
GSM353914	GSM353914	Uterus - 465776	
GSM353915	GSM353915	Rectum - 465777	
GSM353916	GSM353916	Kidney - 465778	
GSM353917	GSM353917	Prostate - 465779	
GSM353918	GSM353918	Cecum - 465780	
GSM353919	GSM353919	Uterus - 465783	
GSM353920	GSM353920	Rectosigmoid - 465785	
GSM353921	GSM353921	Pelvic Soft Tissue - 465786	
GSM353922	GSM353922	Sigmoid Colon - 465787	
GSM353923	GSM353923	Axillary Lymph Node - 465788	
GSM353924	GSM353924	Rectosigmoid - 465789	
GSM353925	GSM353925	Thyroid - 470075	
GSM353926	GSM353926	Breast - 470077	
GSM353927	GSM353927	Kidney - 470078	
GSM353928	GSM353928	Kidney - 470080	
GSM353929	GSM353929	Kidney - 470083	
GSM353930	GSM353930	Kidney - 470085	
GSM353931	GSM353931	Kidney - 470086	
GSM353932	GSM353932	Endometrium - 472796	
GSM353933	GSM353933	Lung - 486139	
GSM353934	GSM353934	Sigmoid Colon - 486145	
GSM353935	GSM353935	Uterus - 486146	
GSM353936	GSM353936	Sigmoid Colon - 486147	
GSM353937	GSM353937	Uterus - 486148	
GSM353938	GSM353938	Right Colon - 486150	
GSM353939	GSM353939	Colon - 486151	
GSM353940	GSM353940	Prostate - 486153	
GSM353941	GSM353941	Uterus - 486154	
GSM353942	GSM353942	Cecum - 487435	
GSM353943	GSM353943	Uterus - 487457	
